INDEX,PATH,ARTIFACT_CLASS,REVISION,V7_REFERENCE,SHA256,SIZE_BYTES,RADE_MAY_VIEW,RADE_MAY_MODIFY,EVIDENCE_STATE,CONFIDENTIALITY
12,01_CAD_AUTHORITY/V7_R3_CANONICAL/CAD_STEP/P130L_ABSORBER.step,CANONICAL_CAD,V7-RC-003,V7-R3 CAD,634b0739fd41d1fe4496bb6151930cecd9aad68fbc2884a76df88801c4a8243b,27755,YES,NO,CONTROLLED_REFERENCE,CONFIDENTIAL — LIMITED PURPOSE ENGINEERING ASSESSMENT
13,01_CAD_AUTHORITY/V7_R3_CANONICAL/CAD_STEP/P130R_ABSORBER.step,CANONICAL_CAD,V7-RC-003,V7-R3 CAD,de4b4a8dbfab4d4dce6654ce3f8ec877a7ec2dd67398772494e4c8e6fbe4129d,27709,YES,NO,CONTROLLED_REFERENCE,CONFIDENTIAL — LIMITED PURPOSE ENGINEERING ASSESSMENT
14,01_CAD_AUTHORITY/V7_R3_CANONICAL/CAD_STEP/P140_PELVIC_CONTROL.step,CANONICAL_CAD,V7-RC-003,V7-R3 CAD,3a4ee3b08bbf400ea326fc5f27efd9b584e1bd7db1537076c38734dd49a7a5c9,58388,YES,NO,CONTROLLED_REFERENCE,CONFIDENTIAL — LIMITED PURPOSE ENGINEERING ASSESSMENT
15,01_CAD_AUTHORITY/V7_R3_CANONICAL/CAD_STEP/P150L_ROTATION_LINK.step,CANONICAL_CAD,V7-RC-003,V7-R3 CAD,98780b73442a47a8b4fadce786d1cc69d9a999686deabdba5b1704e56300a541,28749,YES,NO,CONTROLLED_REFERENCE,CONFIDENTIAL — LIMITED PURPOSE ENGINEERING ASSESSMENT
16,01_CAD_AUTHORITY/V7_R3_CANONICAL/CAD_STEP/P150R_ROTATION_LINK.step,CANONICAL_CAD,V7-RC-003,V7-R3 CAD,7d92b7ef63e97eef3f6db9e8fd41e036cc7a43f44e35f96752c5d375b278e0d9,29308,YES,NO,CONTROLLED_REFERENCE,CONFIDENTIAL — LIMITED PURPOSE ENGINEERING ASSESSMENT
17,01_CAD_AUTHORITY/V7_R3_CANONICAL/CAD_STEP/P160_SEATBACK_FRAME.step,CANONICAL_CAD,V7-RC-003,V7-R3 CAD,35da1efc45172078fd60ec82067b7bcef14ede46cdcbf0edcaa9db921ed61f8b,57810,YES,NO,CONTROLLED_REFERENCE,CONFIDENTIAL — LIMITED PURPOSE ENGINEERING ASSESSMENT
18,01_CAD_AUTHORITY/V7_R3_CANONICAL/CAD_STEP/P170_LOCK170.step,CANONICAL_CAD,V7-RC-003,V7-R3 CAD,07222f8973506e5152a4b80db8b974786d00ea70d6b128a8ef177b5d1c502817,20021,YES,NO,CONTROLLED_REFERENCE,CONFIDENTIAL — LIMITED PURPOSE ENGINEERING ASSESSMENT
19,01_CAD_AUTHORITY/V7_R3_CANONICAL/CAD_STEP/P180_REBOUND.step,CANONICAL_CAD,V7-RC-003,V7-R3 CAD,dca024499bca657542d3781cd34ad1b5ed29207fb7834efc65e127387c543113,19550,YES,NO,CONTROLLED_REFERENCE,CONFIDENTIAL — LIMITED PURPOSE ENGINEERING ASSESSMENT
20,01_CAD_AUTHORITY/V7_R3_CANONICAL/CAD_STEP/P190_RESTRAINT_INTERFACES.step,CANONICAL_CAD,V7-RC-003,V7-R3 CAD,c92562b01ac66262e986e82309b793a994a53e4970bad97da07acb4b645255df,32833,YES,NO,CONTROLLED_REFERENCE,CONFIDENTIAL — LIMITED PURPOSE ENGINEERING ASSESSMENT
21,01_CAD_AUTHORITY/V7_R3_CANONICAL/CAD_STEP/P200_OCCUPANT_GUIDANCE.step,CANONICAL_CAD,V7-RC-003,V7-R3 CAD,854b946deaf29958505669807452687e693f77efd1ce72bafdb30275b8e82fd9,36004,YES,NO,CONTROLLED_REFERENCE,CONFIDENTIAL — LIMITED PURPOSE ENGINEERING ASSESSMENT
22,01_CAD_AUTHORITY/V7_R3_CANONICAL/CAD_STEP/P210_SENSOR_INTERFACE.step,CANONICAL_CAD,V7-RC-003,V7-R3 CAD,190dcde1b4328af6b823dfefdb1e98f47e80d17e3d6604fce0e3df71bd94715a,30908,YES,NO,CONTROLLED_REFERENCE,CONFIDENTIAL — LIMITED PURPOSE ENGINEERING ASSESSMENT
23,01_CAD_AUTHORITY/V7_R3_CANONICAL/CAD_STEP/PJ_HINGE_PIVOT.step,CANONICAL_CAD,V7-RC-003,V7-R3 CAD,27981d1f4fc03293f0942664f48ff1d55c471abef094392ae9d00b4b028a40e2,13244,YES,NO,CONTROLLED_REFERENCE,CONFIDENTIAL — LIMITED PURPOSE ENGINEERING ASSESSMENT
24,01_CAD_AUTHORITY/V7_R3_CANONICAL/CAD_STEP/V7_ENGINEERING_RECONSTRUCTION_ASSEMBLY.step,CANONICAL_CAD,V7-RC-003,V7-R3 CAD,2815121a4622468976b81ac5463b9807d8761692c98d119b7235f1ae3da24f59,567678,YES,NO,CONTROLLED_REFERENCE,CONFIDENTIAL — LIMITED PURPOSE ENGINEERING ASSESSMENT
25,01_CAD_AUTHORITY/V7_R3_CANONICAL/CAD_STEP/V7_ENGINEERING_RECONSTRUCTION_ASSEMBLY_HIERARCHICAL.step,CANONICAL_CAD,V7-RC-003,V7-R3 CAD,2815121a4622468976b81ac5463b9807d8761692c98d119b7235f1ae3da24f59,567678,YES,NO,CONTROLLED_REFERENCE,CONFIDENTIAL — LIMITED PURPOSE ENGINEERING ASSESSMENT
26,02_CAD_WORKING_COPY/CAD_STEP/P100_BASE.step,WORKING_CAD,V7-RC-003,V7-R3 initial copy,e918974579cfd8cf85c7d861d8aecc53aa94f10141a5a7e8f9fe957612390ded,52313,YES,YES,WORKING_COPY,CONFIDENTIAL — LIMITED PURPOSE ENGINEERING ASSESSMENT
27,02_CAD_WORKING_COPY/CAD_STEP/P110L_RAIL.step,WORKING_CAD,V7-RC-003,V7-R3 initial copy,20946329ba7178bee18148e2bff55a2fddef970856e3cb6e5839bed28596cd62,29328,YES,YES,WORKING_COPY,CONFIDENTIAL — LIMITED PURPOSE ENGINEERING ASSESSMENT
28,02_CAD_WORKING_COPY/CAD_STEP/P110R_RAIL.step,WORKING_CAD,V7-RC-003,V7-R3 initial copy,0fca6fd1e5b70ea369d9154c9577b2e155b977e1882b72e4fc707c31aa0ef5f4,29278,YES,YES,WORKING_COPY,CONFIDENTIAL — LIMITED PURPOSE ENGINEERING ASSESSMENT
29,02_CAD_WORKING_COPY/CAD_STEP/P120_CARRIAGE.step,WORKING_CAD,V7-RC-003,V7-R3 initial copy,91a6daef7e5f1d7310682c3a6477d1aa9e402f225e60a0e69c6e612c587dcd83,48695,YES,YES,WORKING_COPY,CONFIDENTIAL — LIMITED PURPOSE ENGINEERING ASSESSMENT
30,02_CAD_WORKING_COPY/CAD_STEP/P130L_ABSORBER.step,WORKING_CAD,V7-RC-003,V7-R3 initial copy,634b0739fd41d1fe4496bb6151930cecd9aad68fbc2884a76df88801c4a8243b,27755,YES,YES,WORKING_COPY,CONFIDENTIAL — LIMITED PURPOSE ENGINEERING ASSESSMENT
31,02_CAD_WORKING_COPY/CAD_STEP/P130R_ABSORBER.step,WORKING_CAD,V7-RC-003,V7-R3 initial copy,de4b4a8dbfab4d4dce6654ce3f8ec877a7ec2dd67398772494e4c8e6fbe4129d,27709,YES,YES,WORKING_COPY,CONFIDENTIAL — LIMITED PURPOSE ENGINEERING ASSESSMENT
32,02_CAD_WORKING_COPY/CAD_STEP/P140_PELVIC_CONTROL.step,WORKING_CAD,V7-RC-003,V7-R3 initial copy,3a4ee3b08bbf400ea326fc5f27efd9b584e1bd7db1537076c38734dd49a7a5c9,58388,YES,YES,WORKING_COPY,CONFIDENTIAL — LIMITED PURPOSE ENGINEERING ASSESSMENT
33,02_CAD_WORKING_COPY/CAD_STEP/P150L_ROTATION_LINK.step,WORKING_CAD,V7-RC-003,V7-R3 initial copy,98780b73442a47a8b4fadce786d1cc69d9a999686deabdba5b1704e56300a541,28749,YES,YES,WORKING_COPY,CONFIDENTIAL — LIMITED PURPOSE ENGINEERING ASSESSMENT
34,02_CAD_WORKING_COPY/CAD_STEP/P150R_ROTATION_LINK.step,WORKING_CAD,V7-RC-003,V7-R3 initial copy,7d92b7ef63e97eef3f6db9e8fd41e036cc7a43f44e35f96752c5d375b278e0d9,29308,YES,YES,WORKING_COPY,CONFIDENTIAL — LIMITED PURPOSE ENGINEERING ASSESSMENT
35,02_CAD_WORKING_COPY/CAD_STEP/P160_SEATBACK_FRAME.step,WORKING_CAD,V7-RC-003,V7-R3 initial copy,35da1efc45172078fd60ec82067b7bcef14ede46cdcbf0edcaa9db921ed61f8b,57810,YES,YES,WORKING_COPY,CONFIDENTIAL — LIMITED PURPOSE ENGINEERING ASSESSMENT
36,02_CAD_WORKING_COPY/CAD_STEP/P170_LOCK170.step,WORKING_CAD,V7-RC-003,V7-R3 initial copy,07222f8973506e5152a4b80db8b974786d00ea70d6b128a8ef177b5d1c502817,20021,YES,YES,WORKING_COPY,CONFIDENTIAL — LIMITED PURPOSE ENGINEERING ASSESSMENT
37,02_CAD_WORKING_COPY/CAD_STEP/P180_REBOUND.step,WORKING_CAD,V7-RC-003,V7-R3 initial copy,dca024499bca657542d3781cd34ad1b5ed29207fb7834efc65e127387c543113,19550,YES,YES,WORKING_COPY,CONFIDENTIAL — LIMITED PURPOSE ENGINEERING ASSESSMENT
38,02_CAD_WORKING_COPY/CAD_STEP/P190_RESTRAINT_INTERFACES.step,WORKING_CAD,V7-RC-003,V7-R3 initial copy,c92562b01ac66262e986e82309b793a994a53e4970bad97da07acb4b645255df,32833,YES,YES,WORKING_COPY,CONFIDENTIAL — LIMITED PURPOSE ENGINEERING ASSESSMENT
39,02_CAD_WORKING_COPY/CAD_STEP/P200_OCCUPANT_GUIDANCE.step,WORKING_CAD,V7-RC-003,V7-R3 initial copy,854b946deaf29958505669807452687e693f77efd1ce72bafdb30275b8e82fd9,36004,YES,YES,WORKING_COPY,CONFIDENTIAL — LIMITED PURPOSE ENGINEERING ASSESSMENT
40,02_CAD_WORKING_COPY/CAD_STEP/P210_SENSOR_INTERFACE.step,WORKING_CAD,V7-RC-003,V7-R3 initial copy,190dcde1b4328af6b823dfefdb1e98f47e80d17e3d6604fce0e3df71bd94715a,30908,YES,YES,WORKING_COPY,CONFIDENTIAL — LIMITED PURPOSE ENGINEERING ASSESSMENT
41,02_CAD_WORKING_COPY/CAD_STEP/PJ_HINGE_PIVOT.step,WORKING_CAD,V7-RC-003,V7-R3 initial copy,27981d1f4fc03293f0942664f48ff1d55c471abef094392ae9d00b4b028a40e2,13244,YES,YES,WORKING_COPY,CONFIDENTIAL — LIMITED PURPOSE ENGINEERING ASSESSMENT
42,02_CAD_WORKING_COPY/CAD_STEP/V7_ENGINEERING_RECONSTRUCTION_ASSEMBLY.step,WORKING_CAD,V7-RC-003,V7-R3 initial copy,2815121a4622468976b81ac5463b9807d8761692c98d119b7235f1ae3da24f59,567678,YES,YES,WORKING_COPY,CONFIDENTIAL — LIMITED PURPOSE ENGINEERING ASSESSMENT
43,02_CAD_WORKING_COPY/CAD_STEP/V7_ENGINEERING_RECONSTRUCTION_ASSEMBLY_HIERARCHICAL.step,WORKING_CAD,V7-RC-003,V7-R3 initial copy,2815121a4622468976b81ac5463b9807d8761692c98d119b7235f1ae3da24f59,567678,YES,YES,WORKING_COPY,CONFIDENTIAL — LIMITED PURPOSE ENGINEERING ASSESSMENT
44,02_CAD_WORKING_COPY/PROPOSED_CAD_CHANGE_PACKAGE/README.md,CHANGE_CONTROL,Stage-0,Stage-0,7356fd63d8ae4defd90c16ba1c7b68b64d538bdaf4ba0d4f073536dc71eb015d,600,YES,YES,PROPOSED,CONFIDENTIAL — LIMITED PURPOSE ENGINEERING ASSESSMENT
45,03_STAGE0_REFERENCE/V7_STAGE0_COORDINATE_AND_PACKAGE_STATUS.md,STAGE0_REFERENCE,Stage-0,Stage-0,f8819ec12ecb3607f5ccc622c1c5512d6411e81a72923e148d61c06568708c06,707,YES,NO,CONTROLLED_REFERENCE / MODEL_LEVEL / INPUT_REQUIRED,CONFIDENTIAL — LIMITED PURPOSE ENGINEERING ASSESSMENT
46,03_STAGE0_REFERENCE/V7_STAGE0_INTERFACE_REFERENCE.csv,STAGE0_REFERENCE,Stage-0,Stage-0,f1c79a80877950288aa592adeb120d8c92f65245b942ab53d06a38504e673d43,1525,YES,NO,CONTROLLED_REFERENCE / MODEL_LEVEL / INPUT_REQUIRED,CONFIDENTIAL — LIMITED PURPOSE ENGINEERING ASSESSMENT
47,03_STAGE0_REFERENCE/V7_STAGE0_MASS_PROPERTY_STATUS.md,STAGE0_REFERENCE,Stage-0,Stage-0,b1e9b5ebe0005b721b6c27ac8ac3997b6a0be91a9fdc3579175d9005cb34f224,466,YES,NO,CONTROLLED_REFERENCE / MODEL_LEVEL / INPUT_REQUIRED,CONFIDENTIAL — LIMITED PURPOSE ENGINEERING ASSESSMENT
48,03_STAGE0_REFERENCE/V7_STAGE0_MODEL_REFERENCE.csv,STAGE0_REFERENCE,Stage-0,Stage-0,364862904a435fb121cc4edf5ff1d656188d2e505be12dbe3f19948bf30bb66d,521,YES,NO,CONTROLLED_REFERENCE / MODEL_LEVEL / INPUT_REQUIRED,CONFIDENTIAL — LIMITED PURPOSE ENGINEERING ASSESSMENT
49,03_STAGE0_REFERENCE/V7_STAGE0_STATE_MACHINE_REFERENCE.md,STAGE0_REFERENCE,Stage-0,Stage-0,09d45449f061776c02ca453d54e5e158977b6c8b36e6d1df0fde5abdca29ed47,675,YES,NO,CONTROLLED_REFERENCE / MODEL_LEVEL / INPUT_REQUIRED,CONFIDENTIAL — LIMITED PURPOSE ENGINEERING ASSESSMENT
